filename,ocr_score,color_score,quality_score,edge_score,overall_score
43_AfdLzsmKhz.jpg,0.9830742587228277,0.0,0.5935453056627674,0.15726937563427462,43.347223500496746
55_ahZIvdBMxN.jpg,1.0,0.0,1.0,0.23156023569315484,55.789005892328866
37_bRMSgGPuNt.jpg,0.0,0.0,1.0,0.5122746026018282,37.806865065045706
54_cAsTBTStxz.jpg,1.0,0.0,1.0,0.18795530346686135,54.69888258667154
53_CAYcNnuLfR.jpg,1.0,0.0,1.0,0.14662324660865067,53.66558116521627
64_eJXKtUDwYU.jpg,1.0,0.0,1.0,0.5679401151992173,64.19850287998044
55_hIbQlozEzD.jpg,1.0,0.0,1.0,0.21269452401788008,55.317363100447004
56_iFDRwHAMkW.jpg,1.0,0.0,1.0,0.2526594027105135,56.316485067762834
46_kHYpYNxLRq.jpg,1.0,0.85975,0.0,0.00979991839748019,46.73874795993701
52_kUHBVjIBrp.jpg,1.0,0.0,0.8923469802783998,0.21835666166002207,52.76759104846054
46_MifhPtYNhk.jpg,0.0,0.56395,1.0,0.30458067540300104,46.71326688507502
47_nLiwnapktJ.jpg,1.0,0.0,0.7457490122718904,0.16101548684028913,47.66911247780449
54_PgisWjxWcx.jpg,1.0,0.0,1.0,0.1966759985482333,54.91689996370583
11_pvrrZOjbvB.jpg,0.0,0.0,0.0,0.44081569848889646,11.02039246222241
49_sdoicoijso.png,1.0,0.0,0.8121144956616573,0.16437202199080408,49.412162941311536
32_unHrZRPsch.jpg,0.0,0.0,1.0,0.3030027128827469,32.57506782206867
55_vTBSApRSyW.jpg,1.0,0.0,1.0,0.23261158180320143,55.815289545080034
56_zdxheExOxU.jpg,1.0,0.0,1.0,0.2797316975062892,56.99329243765723
28_zKurpuRIHb.jpg,0.6711445630081301,0.0,0.0,0.47034044446916046,28.537125186932265
54_zyQxURCbUB.jpg,1.0,0.0,1.0,0.16375182990151887,54.093795747537975
